ID,Name,TweetText,sentiment,Jio_label,Airtel_label,Vodafone_label,website
1118904196198215681,Gaurav Chaudhary,"Tech Talks #793 - OnePlus 7 Details, TikTok Ban Not Enough, Redmi Y3, Jio 4G, S10 5G Camera  https://t.co/VlfIHhEHQX via @YouTubeIndia",-1,-1,,,twitter
1123933619439984641,Techno Ruhez,"Realme X Pro Price &amp; Specs,No Redmi X,Jio Super App,Oneplus 7 Pro 12GB, Huawei 5G TV 8K-#829https://t.co/DpNdkhMeDR https://t.co/5OWpPztx59",-1,-1,,,twitter
1127822499780157442,Jai shree Radhe Radhe,India ka number one network JIO 5G https://t.co/jFXxhjmuIe,1,1,,,twitter
1129635825476464644,Jai shree Radhe Radhe,India ka number one network JIO 5G https://t.co/c2x0wa0xfx,1,1,,,twitter
1129795985134088194,Jai shree Radhe Radhe,India ka number one network JIO 5G https://t.co/bFPdQ9h5oH,1,1,,,twitter
1130808361048563713,Jai shree Radhe Radhe,India ka number one network JIO 5G https://t.co/XFPhtCSSFP,1,1,,,twitter
1131214139433443328,Jai shree Radhe Radhe,India ka number one network JIO 5G https://t.co/YEzldr9k9N,1,1,,,twitter
1131564264362090498,Jai shree Radhe Radhe,India ka number one network JIO 5G https://t.co/WMZwjlkk9u,1,1,,,twitter
1135961914977263616,The Times Of India,"5G spectrum divides industry, it's again Airtel and Vodafone-Idea vs Reliance Jio https://t.co/rqTBjPTA27 via @gadgetsnow https://t.co/UWIJvoQPLm",-1,-1,-1,-1,twitter
1136599867340386306,The Times Of India,"5G India timeline, Airtel-Reliance Jio battle and what makes 5G stakes so high globallyhttps://t.co/2xdzDdMmDj via @gadgetsnow https://t.co/wKy8T7XSao",-1,-1,-1,,twitter
1136837685803307010,The Times Of India,"Airtel-Reliance Jio's 5G battle, what it means for you &amp; more https://t.co/2xdzDdMmDj via @gadgetsnow https://t.co/WmwZO740PK",-1,-1,-1,,twitter
1137905184019894272,Donovan Sung,Thrilled to announce that #MiMIX3 5G is the first #5G smartphone to be sold by Vodafone Italy. 5G a tutto schermo! 😎Mi Fans can start to experience the speed and efficiency of 5G. Welcome to the future... We're just getting started. ⚡️⚡️#Xiaomi #5GisHere #MondayMotivation https://t.co/EVf0kqhj7z,1,,,1,twitter
1275785387756019712,DeshGujarat,Jio poised to play key role in development of 5G ecosystem in India: RIL https://t.co/OAuCqdHhRE https://t.co/JJaLQ1h30U,-1,-1,,,twitter
1279348523020857344,Quick Bits,"Intel Capital recently invested ₹1894.5cr in Jio Platforms. An analysis of its past investments reveals that Intel might speed up Jio's ventures in 5G, AI, and Laptops...#Jio #JioLaptop https://t.co/qGpRcrMFQq",-1,-1,,,twitter
1283325060510396416,Vivek Gupta,Great news 5G is coming in #india#JioPlatforms hai to dum hai💥#jio #5g #india #trending #jio5g https://t.co/31dkRBRd4A,1,1,,,twitter
1283325837597536262,Economic Times,#Jio has designed and developed a complete #5G solution from scratch. It will be ready for trials as soon as 5G spectrum is available and can be ready for field deployment next year: Mukesh Ambani at #RILAGM.Track latest news updates here https://t.co/6C1pgalUJF https://t.co/4DlljEVV89,-1,-1,,,twitter
1283344458906341376,Savage2.0,After the announcement of 5g services in india by Mukesh Ambani Jio : https://t.co/SV0TxtoxSV,-1,-1,,,twitter
1283353051630190592,Pooja Sareen,Who got the maximum mentions at #RelianceAGMs2020 India/Indian/Bharat: 120Jio: 78Digital: 30Friends: 215G: 12Google: 11Facebook: 9Intel: 8WhatsApp: 5Microsoft: 2Qualcomm: 1#MukeshAmbani #JioPlatforms https://t.co/sVdrWnwBkN,-1,-1,,,twitter
1283355596591439886,v,#MukeshAmbani announced its Jio 5G technology in #RILAGMOther telcos to #RelianceJio : https://t.co/5O6bFr4f3s,-1,-1,,,twitter
1283358154227511298,Utkarsh,#MukeshAmbani announced its Jio 5G technology in #RILAGM https://t.co/SdHLMSJhz7,-1,-1,,,twitter
1283361443274878976,Jakaria Hussain,#MukeshAmbani announced its Jio 5G technology in #RILAGMOther telcos to #RelianceJio : https://t.co/IZbvI9BifE,-1,-1,,,twitter
1283364943429898242,The Faltu Memer - TFM|🇮🇳,#MukeshAmbani announced its Jio 5G technology in #RILAGMLe me who is getting 100-150kb max speed in jio 4g : https://t.co/gymoYbS9Vs,-1,-1,,,twitter
1283367856235622400,Anjali 🌿,Jio announces 5G services. https://t.co/xwhUbawC1l,-1,-1,,,twitter
1283371022582812672,Aditya Singh,"BREAKING : After Facebook - Google to invest Rs 33,737 crore for a 7.7 per cent stake in Jio PlatformsJio to launch ‘Made in India’ 5G network.#JioPlatforms #Reliance https://t.co/3PTcZRXdf0",-1,-1,,,twitter
1283372574437634050,Mint,"#Watch | Jio has developed 5G solutions from scratch, says #MukeshAmbani at #RILAGM https://t.co/jQffk5sb0v",-1,-1,,,twitter
1283375554138271745,Aarzoo,Mukesh Ambani officially announces launching of  #jio5g Le other Network operators: https://t.co/rBXjtHXib3,-1,-1,,,twitter
1317769906755047424,Megh Updates 🚨™,"Jio all set to make 5G in India most affordable .Apart from Infrastructure,  Ready with Road map to sell 5G mobiles between Rs2500 -3000 with all features in India",1,1,,,twitter
1318603435462283264,Parimal Nathwani,"In a major milestone, #JioPlatforms &amp; @Qualcomm achieve over 1Gbps speed on #Jio 5GNR solution, leveraging #Qualcomm 5G RAN Platforms. Both are working jointly to fast track development &amp; roll out of indigenous #5G network &amp; services in India.@reliancejio @qualcomm_in @JioNews https://t.co/PBHRf07yKk",1,1,,,twitter
1336222521897537540,Techno Ruhez,#jio5g Coming After Second Half of 2021 in India Says Mukesh AmbaniSome New 5G affordable Phones Also Coming..✌️#IndiaMobileCongress2020 https://t.co/dSHFjxs5Yh,-1,-1,,,twitter
1408002230028886020,Hindustan Times,"""#Jio is uniquely positioned to quickly and seamlessly upgrade to #5G. To develop 5G ecosystem, we are working with global partners to develop a range of 5G devices"" :  #MukeshAmbani at #RelianceAGM https://t.co/ujQRe93mng",1,1,,,twitter
1408015159277195269,"Samskarebyaha ""Modi Ka Parivar""","1GBPS on #jio5g  with made in India Equipments-#RelianceAGM - 'Have Tested Jio 5G Solutions In India &amp; Demonstrated Speeds Of Over 1 Gbps' - #MukeshAmbani Reliance Jio will use Google Cloud to power Jio5G solutions and its miscellaneous internal services such as JioSaavn, JioMart https://t.co/1EhViV8ZxU",-1,-1,,,twitter
1408016649299533826,Shobana,#MukeshAmbani said that the company has tested the #JIO5G solutions in India andsuccessfully demonstrated speeds well in excess of 1 GBPS. Jio has also received the necessary regulatory approvals as well as trial spectrum for initiating 5G field-trials. #Jio5G https://t.co/JgVk6aFwFI,-1,-1,,,twitter
1554435670650888198,Gagan Arora,Jio has been leading the way when it comes to adopting and distributing latest technologies.5G - Comes closer to becoming reality. https://t.co/ELevc5rvhq,-1,-1,,,twitter
1559189225479684098,Mehran मेहरान 🇮🇳,Jio is the best in 5G revolutionJio will be able to give fast data speed even at a distance of 10 km from the 5G signal tower.@reliancejio @JioCare @reliancegroup @RelianceDigital #Jio https://t.co/jq5apsYX5A,1,1,,,twitter
1564181233747120128,Techno Ruhez,"Jio 5G Coming First in Mumbai, Delhi, Chennai &amp; Kolkata by DiwaliLater in end of 2023 All Over India#Jio #RelianceAGM2022 #5G https://t.co/HuQITcdlII",-1,-1,,,twitter
1564239965093253120,Ankit,"JIO 5G•Jio Announced that They Will Rollout JIO 5G Services Across Multiple Key Cities: Mumbai,Delhi, Kolkata , Chennai etc by Diwali 2022.•Full PAN India Rollout by Dec 2023.•Jio is Also Working with Google to Launch Affordable 5G Smartphones https://t.co/2Xrf820ejC",-1,-1,,,twitter
1564563903572774912,Hussain Sultania,Hurrey! Waiting for Superfast #Jio 5G lauch this diwali. Million thanks to @flameoftruth in advance for what he and his team has achieved by creating Make in India 5G Technology.  #RIL #JIO5G #AkashAmbani https://t.co/uQ78qYfglq,-1,-1,,,twitter
1576462124918132736,eBuzzPro | #Tech,#JIO5G test 🔥🔥Video Courtesy - @EqualLeaks#5G #5GIndia #5GLaunch #JioTrue5G https://t.co/QsbRUCMPwE,-1,-1,,,twitter
1577272405038202880,CNBC-TV18,"Jio announces the launch of #JioTrue5GBeta trial services to start in Delhi, Mumbai, Kolkata &amp; Varanasi From DussehraJio True 5G welcome offer by invitation for Jio users In Delhi, Mumbai, Kolkata &amp; Varanasi Users to get unlimited 5G data with upto 1 Gbps+ speeds https://t.co/2DebKvhmE2",-1,-1,,,twitter
1577274301073756161,Utsav Techie,"JIO TRUE 5G Beta Trial services to  start in DELHI, MUMBAI, KOLKATA &amp; VARANASI from DUSSEHRAJio Welcome Offer Users to get unlimited 5G Data With Upto 1 Gbps+ Speeds https://t.co/jTOgzcuugS",1,1,,,twitter
1577282421438889984,Grandmaster of Stocks💎,"#RELIANCE Reliance Industries Ltd JIO Announces the launch of “JIO TRUE 5G”JIO TRUE 5G is the world’s most advanced 5G service JIO has the largest wireless spectrum for 5G, which gives it a competitive edge over its peers https://t.co/EpcUFc81ci",1,1,,,twitter
1577291912700387332,mysmartprice,"Jio beta users will get unlimited 5G data with 1Gbps+ speed, however it will be an invite based system only.#JIOTrue5G #5GIndia https://t.co/4jaLglfszB",-1,-1,,,twitter
1593500035165016064,CNBC-TV18,"#JustIn | #Jio True #5G is now available across #Delhi, #Gurugram, #Noida, #Ghaziabad, #Faridabad &amp; Other Major Locations https://t.co/TG1Us9FF48",-1,-1,,,twitter
1593514870481178625,ANI,"Jio is now the only operator to provide True-5G services across Delhi-NCR, including Delhi, Gurugram, Noida, Ghaziabad, Faridabad and other major locations.#5G https://t.co/RreZB70FAY",-1,-1,,,twitter
1593836499099086848,Ashish Pareek,"Jio True 5G is now Available Across Delhi, Gurugram, Noida, Ghaziabad, Faridabad &amp; Other Major NCR Locations#Jio #JioTrue5G @flameoftruth @reliancejio https://t.co/Mmev6PbDrK",-1,-1,,,twitter
1593841880785047552,Reliance Industries Limited,"#JioTrue5G Drone technology is a boon to the farming community. It helps them in targeted spraying of fertilisers and pesticides, which minimises wastage and maximises crop yields. All this and much more is possible through #JioTrue5G https://t.co/tPfIEuNel6",-1,-1,,,twitter
1596023688322686978,Chandra Mohan,"Jio to launch a series of True 5G-powered initiatives across Education, Healthcare, Agriculture, Industry 4.0 and IOT sectors#JioTrue5G #JioTrue5G  #Gujarat  #JioTrue5GWelcomeOffer https://t.co/WTOuy0luHZ",1,1,,,twitter
1598677930900529153,Ankit Pandey,#JioTrue5G 's Standalone 700 MHz spectrum have an edge over the other 5G providers in India. As It's penetration power to provide signals even in basements and deep areas is unmatched.@reliancejio #JioTrue5G #5ginindia #5G https://t.co/dQwdtQYdmC,-1,-1,,,twitter
1613090729739579392,Pankaj Upadhyay,JIO LAUNCHES TRUE 5G IN UTTARAKHAND Jio is the first and the only operator to launch 5G services in Uttarakhand #JioTrue5G #Uttarakhand #WithLoveFromJio @pushkardhami @reliancejio @flameoftruth https://t.co/yVxgvn9T6k,-1,-1,,,twitter
1638514512801431552,"Information and PR , Rajouri","Exciting news for Rajouri! Deputy Commissioner @vikashappy87 launches #5G JIO services, bringing lightning-fast internet speeds to the city. Let's embrace the power of technology and stay connected like never before! 🚀🌐 #JIO #Rajouri #digitalindia @diprjk https://t.co/X65UKcYcrW",1,1,,,twitter
1717125465318834556,Rohit Bansal 🇮🇳,Jio can deploy 5G cell every 10 seconds; deployed 85% 5G network in India: Akash Ambani—A statement released by broadband speed &amp; quality measurement firm Ookla quotes Reliance Jio chairman Akash Ambani as saying that the company has covered the entire country with a 5G network… https://t.co/UOtNlWPNub,-1,-1,,,twitter
1717772591866470567,Tanay Singh Thakur,"“Jio is deploying a 5G cell every 10 seconds. Jio alone has contributed to 85% of the overall 5G capacity in the country,” Akash Ambani at IMC 2023. #IMC2023 #Jio https://t.co/DjGmvlfhqz",-1,-1,,,twitter
1806308580494110852,ANI,Reliance Jio introduces new unlimited 5G plans to be available from 3rd July https://t.co/TsDMAG682r,-1,-1,,,twitter
1819335262813442188,Vishwaroop Samajdar,"Jio 5G really sucks now...Can't play Games with it ❌Can't watch videos in 1440p ❌Apple Music buffering too much ❌Can't even scroll Twitter/X ❌I mean stop with the""Unlimited Free 5G"" crap when you can't even provide a stable experience Airtel is no better either.. https://t.co/siRAp8yh7j",-1,-1,-1,,twitter
1820710123200765954,Aswathiguna,#bsnl 5G SOON 💥💥💥 #jio #airtel,-1,-1,-1,,twitter
1821574709953351885,Ankit Choudhary,What's your current Internet speed? Mine :- 180 Kbps ( Jio True 5G ) @stufflistings is there jio down or only for me ? #stufflistingsarmy #JioTrue5G https://t.co/BRpXhSgRdT,-1,-1,,,twitter
1822208708459348100,sk,ye recharge maine 2july ko kiya tha 4g phn tha Mera ab naye 5g phn me muze unlimited data milega kya (jio) https://t.co/9zI6tzGmZH,-1,-1,,,twitter
1822952832028615104,Niraag® S 🏏 ☔️,"Honda Activa is so ahead of Vodafn, Airtel and Jio.. ye log abhi bhi 5G pe hai and Activa 7G pe pohoch gaya hai https://t.co/x0q4cIJ75M",-1,-1,-1,,twitter
1822980760707776555,Piyush.,Jio hack for 5G users😆 https://t.co/Zb8P0tJWKG,-1,-1,,,twitter
1823293038174916844,Reliance Industries Limited,Jio strengthened its market position with the highest subscriber market share gain in the industry. It also completed the world’s fastest rollout of 5G in India.#RelianceAR #RILAnnualReport #WeCare #RelianceForAll https://t.co/ajeKCVf0er,1,1,,,twitter
1823343043291836422,Smartprix,BSNL 5G is coming next year to rival Airtel and Jio's 5G networks#BSNL #BSNL5G #5G #Airtel #Jio https://t.co/tjoTVCKFnA,-1,-1,-1,,twitter
1823425003322323177,beemboi,"@callmeshazzam As long as its exynos their modem is a problem..in real world use in india with airtel and jio 5g , half the time there will be call cuts or inability to hear properly",-1,-1,-1,,twitter
1823555200356851795,Dazeinfo,"#Jio reported an 11.7% YoY increase in #profit, reaching Rs 5,698 cr for Q1 FY25. It’s maintaining its market lead with a 33% rise in data traffic, &amp; #5G now makes up over 31% of all wireless data traffic.#Dgraphics #data #analytics @reliancejio https://t.co/9Z9FFkgr4m",-1,-1,,,twitter
1823577953747525940,Murari Sharma,"@reliancejio Looting in the name of 5G, money has been taken for Jio Air 5G booking since last ten days but no hearing till date, where is this best facility???@JioCare 😡 https://t.co/sn4vmc5wYR",-1,-1,,,twitter
1823643089140912552,Pratik nigam,"@JioCare 😡😡😡😡😡😡😡😡😡5g jio service not available but why?My data lost,my money lost",-1,-1,,,twitter
1823666829656518787,Divyanshu,"Peak Bengaluru  , while koramangla is hub of start-ups. I'm not able to do calls or connect to 5g bcoz jio team is saying, there are more users in this area. We can't offer services @JioCare @peakbengaluru @BangaloreMirror . https://t.co/W9bzgPmyJV",-1,-1,,,twitter
1823725279480832357,Nadir Shah,"Dear @JioCare  Team,  Please Help me I am not able to use JIO 5g from the morning and am only able to use Jio 4G still, and JIO True 5g is showing in network selection, but registration got failed.",-1,-1,,,twitter
1823735981239099516,Abhishek Kumar viru,Excellent work 👏 jio team 😊 I got 131 mb|s downloading speed in my 5G handset Xiaomi M4 pro 5G . But upload speed is still poor 😕I hope it will be fix soon 😊 @JioCare  @reliancejio https://t.co/9aMHZiSZiW,-1,-1,,,twitter
1823786226836758548,Javed🌟,"#jio5G serviceis like, someone stands at the tower and playing on/off game😞 https://t.co/bVAXkSfphF",-1,-1,,,twitter
1823965981204734166,saddam_khan™,"@JioCare @reliancejio For the last few days, Jio's network is not working properly and internet services are very bad. 5G network is not working.",-1,-1,,,twitter
1823968066029367476,Chintan Vora,@JioCare @reliancejio not able to use 5G in my area.  Pathetic 5G experience with jio. Think to.port to other network. So please refund my recharge amount that i had done.,-1,-1,,,twitter
1824028708962762979,Sajid Hasan,Jio ne unlimited 5g data Dena band Kar diya kya?,-1,-1,,,twitter
1824045135220609237,kohli stan,Airtel 4G speed &gt;&gt;&gt; jio 5G @reliancejio AVPL 🙏,1,1,1,,twitter
1139064302051028995,"People's Daily, China","Vodafone Spain announced Monday that it will launch commercial 5G services in 15 cities across Spain, where Huawei has been responsible for 65% of the 5G network of Vodafone's Spanish subsidiary. Spain will become the 2nd European country with commercial 5G service. https://t.co/MHREHpOKBn",-1,,,-1,twitter
1139089216326053889,Maria G. Lledías,#VODAFONE #5G en el MonitorindDay #MMD19 https://t.co/C6MwcxMMcB,-1,,,-1,twitter
1139122654160609281,Birmingham Updates,"Vodafone will activate its 5G Network in #Birmingham on 3 July 2019. The network will go live in seven cities across the UK including Glasgow, London, Manchester, Liverpool, Cardiff and Bristol. https://t.co/Jsy669o6b9",-1,,,-1,twitter
1139185773801103360,ESL Asphalt,"🏁 Q1 of the Vodafone 5G #ESLMobileOpen is live on iOS! Hit the ""Daily Events"" section in the app and look for our logo.#playfaster in the streets of Rome to qualify for @MilanGamesWeek!More details: https://t.co/RCQ675FwT9 https://t.co/aHsc5DiiF8",-1,,,-1,twitter
1139230619106500609,360 MAGAZINE,Vodafone Demonstrates 5G Power https://t.co/O881zN7bFS,-1,,,-1,twitter
1139405857752567808,Holger Zschaepitz,"Outcome of 5G spectrum auction after 497 rounds of bidding is credit neg for rated telecoms operators in Germany b/c of hefty final price tag, Moody’s says.  Deutsche Telekom, Vodafone, Telefonica and 1&amp;1 Drillisch have agreed to pay combined €6.55bn for the available spectrum. https://t.co/jjGJFyYuhz",-1,,,-1,twitter
1139423802767622144,Hannes Ametsreiter,#5G-Technologie macht's möglich: Noemi Ristau ist sehbehindert &amp; fährt trotzdem jede Skipiste runter. Jetzt konnte sie erstmals alleine fahren. Wow! Wie sie das gemacht hat &amp; was das mit @vodafone_de zu tun hat? Erlebt es selbst. Mich hat es sehr berührt. https://t.co/CrQOIIcRtS https://t.co/5ljUq9OYZc,1,,,1,twitter
1139434224061243393,Javier Iniesta,"Por favor, que alguien le explique a @vodafone_es qué Murcia es el 7º municipio de España por número de habitantes. 465.000. #masrespetoporMurcia. Yo también quiero 5G https://t.co/eYTPW5u8NU",-1,,,-1,twitter
1139439374989484033,MALNE,Fantástica @LuzCasalOficial anunciando el #5G de @vodafone_es A la velocidad de la Luz con un total look de #malne presentado en @MBFWMadrid #youready https://t.co/apO4tqlBWb,1,,,1,twitter
1139450757655212033,Vodafone Deutschland,Zum ersten Mal seit ihrer Erblindung fährt die sehbehinderte Skifahrerin Noemi Ristau alleine eine Piste hinab. Möglich macht das Vodafones 5G Ready-Technologie. #TheFutureIsExciting #5Ghttps://t.co/UFAZ5AWrDq,1,,,1,twitter
1139498971225718784,expansioncom,El #5G arranca en España: Cuatro claves para entender la estrategia de @Vodafone_es 🗣 @naciocastillo 📹 @tamara_vazquez https://t.co/rignf4DcZI,-1,,,-1,twitter
1139567613149884416,JaviZone 🚀,Hoy he estado en @InformativosTM hablando de 5G que lanza mañana @vodafone_es https://t.co/LzGt7bZFsr https://t.co/OIgbymG9Jc,-1,,,-1,twitter
1139721688550014976,China Daily,"United Kingdom telecom operator Vodafone will launch its #5G network services in 15 Spanish cities, including Madrid and Barcelona, on Saturday in cooperation with Chinese tech company #Huawei.",-1,,,-1,twitter
1139812286757928961,"People's Daily, China","🇪🇸#Spain's first commercial #5G 📱 network is set to be launched by #Vodafone Spain in collaboration with #Huawei on Sat. The service will cover 15 cities such as Madrid, Barcelona, Valencia, Seville, Malaga, Zaragoza, Bilbao, Vitoria etc. https://t.co/oHY5GVRUo9",-1,,,-1,twitter
1139819835381170181,Vodafone Empresas,"Bienvenido a España, 5G.#5G desarrollará nuevas tecnologías y soluciones que todavía hoy ni imaginamos. Mejorará nuestra calidad de vida, el crecimiento de nuestras empresas y nos acercará a un futuro que es apasionante.Ready? https://t.co/0eKnkaoIp9 #Vodafone5G https://t.co/CO9H0drlor",1,,,1,twitter
1139839145679806464,Global Times,"#Huawei helped local carrier #Vodafone launch its #5G network in 15 cities #Spain on Saturday, the first European country to do so. https://t.co/U2fCD5HzJE",-1,,,-1,twitter
1139850035141627904,CGTN,#Vodafone's 5G service in Spain uses #Huawei gear https://t.co/xLhaO6wjk6 https://t.co/IYG9YAUicD,-1,,,-1,twitter
1139906157278126081,China Xinhua News,Vodafone launches first 5G network in Spain in cooperation with @Huawei https://t.co/CcNByZJAI4 https://t.co/qThb4biEHP,-1,,,-1,twitter
1139921421336027138,Ramírez Pino,"Vodafone España lanza 5G comercial en 15 ciudades españolas y la novedad es la mayor velocidad de descarga. El resto Visualización por streaming, plataforma de videjuego, YouTube 8K, subir archivos, descargar apps, es la misma experiencia de la red 4G #efectovodafone #5G https://t.co/FeZJ6MaBBD",-1,,,-1,twitter
1140543188412841986,China Xinhua News,"In cooperation with Chinese telecom giant Huawei, Vodafone Espana rolled out the first commercial 5G mobile services in Spain, making it one of the first European countries with the ultrafast mobile network. Click to check out what local people say https://t.co/nT5XBrU8Ir",-1,,,-1,twitter
1140558255107792896,Edith Brou Bleu,Vodafone lance le premier réseau 5G en Espagne en coopération avec Huawei. L'Espagne devient ainsi l'un des premiers pays européens à être doté d'un réseau de téléphonie mobile ultra-rapide. https://t.co/hkYrQz6LTO https://t.co/H4tSdos5Ta,1,,,1,twitter
1140957109472956421,Dean Anthony Gratton,"British telecommunications giant Vodafone's 5G rollout in Spain in cooperation with Huawei gained support from experts and industry insiders, who said the technology will revolutionize the way we live https://t.co/Pm993fqP9E https://t.co/46nBTe8Jyi",-1,,,-1,twitter
1140978907526705152,Vodafone yu,Vodafone 5G #ESLMobileOpen es el primer torneo internacional 5G de videojuegos móviles del mundo 📲 #PlayFasterEl siguiente clasificatorio online de Asphalt 9 Legends se celebra el lunes 24/06.Apúntate aquí: https://t.co/NFuOF8Xstihttps://t.co/a7BzQ1Mc2a,-1,,,-1,twitter
1140981290964963331,ESL Asphalt,"🏁 After the excitement of Q1, next week Android users will have the chance to tackle the streets of Rome for a place in the Vodafone 5G #ESLMobileOpen Grand Finals!Full info + rules: https://t.co/iaHTa7WGf7 https://t.co/CS9CWkS15M",-1,,,-1,twitter
1140982385519075329,Fox on Games Sirius XM 115,"RT ESL: RT ESLAsphalt: 🏁 After the excitement of Q1, next week Android users will have the chance to tackle the streets of Rome for a place in the Vodafone 5G #ESLMobileOpen Grand Finals!Full info + rules: https://t.co/6lXtiE3pFA https://t.co/gW6DIYiod1",-1,,,-1,twitter
1140991004100694017,ESL PUBG MOBILE,"Smokes, cars and chicken dinners aplenty.... Q3 of the Vodafone 5G #ESLMobileOpen June Cup was pure 🔥. @verdipwnz takes us through this week's top plays! https://t.co/siQ0z4xUDG",1,,,1,twitter
1140992443636166656,Fox on Games Sirius XM 115,"RT ESL: RT ESLPUBGMobile: Smokes, cars and chicken dinners aplenty.... Q3 of the Vodafone 5G #ESLMobileOpen June Cup was pure 🔥. verdipwnz takes us through this week's top plays! https://t.co/YI9jVT77bc",1,,,1,twitter
